"ProductName","ProductPrice","AverageRating","ReviewBody","ReviewRating","ProductCategory","ReviewAuthor","SentimentScore","SentimentCategory"
"Phone Charger [MFi Certified] 2 Pack 20W PD USB C Wall Fast Charger Adapter with 2 Pack 6FT Type C to Lightning Cable Compatible for iPhone 14 13 12 11 Pro Max XR XS X,iPad",43.83,4.4,"No issues with these chargers using them for an iPhone 11 Pro Max.
  
Read more",5,"wireless-prepaid","Daniel A. Nelson",0,"Neutral"
"Working Effectively with Legacy Code",43.83,4.5,"Whether taking on TDD, breaking dependencies or trying to maintain code that's lacking testing this book is a must read.Is your code a tangled mess? Are you tired of seeing telescoping methods and methods that are 100s of lines long? Want to clean up code you didn't write and get it under test but everyone's too afraid of breaking things? Does it take you forever to write unit tests? Is it painstaking and laborious? Do you write mainly integration tests because unit testing is too hard? Do you wonder how people can write lots of unit tests, let alone unit test every method? Do you want to kick your object oriented coding skills up a notch? Then this book is for you. It can teach you how to overcome all of those obstacles and so much more.For me the first roughly 100 pages of the book were a revelation. If you don't understand how to do TDD the problem probably isn't testing, it's probably the code you're trying to test or your perceptions about what it is that you are actually supposed to be testing. Michael Feathers does a great job identifying the mistakes and traps that so many developers experience when trying write and test good code and provides recipes for overcoming them. He adds clarity to what a unit test is and what it's supposed to do and in the process takes a deep dive into what good object oriented code looks like through the eyes of TDD. The book can completely change your perception about what is and is not possible.In addition to turning your perceptions about testing on their head, Feathers also provides good advice on how to create loosely coupled code, how to identify and eliminate dependencies in existing code as well as strategies for reorganizing poorly structured code into better objects. This book has clearly changed the way I code and the way I think about testing for the better. It's not just about testing it's also about turning procedural code into object oriented code and bringing your object oriented thinking to the next level.I can't say enough great things about this book. It's dearer to me than any other book in my programming collection including books about object oriented code from Bloch, Beck, Fowler and others. It wasn't until I read Working Effectively with Legacy Code that things really came together for me in the object oriented world. I got the concepts individually but failed to recognize how it all comes together. What's so great about encapsulation / getters and setter? Why is it so important to have classes and methods that do just one thing? What's so important about breaking dependencies between classes? How small is a small method? How can I ever hope to achieve open/closed? How is TDD even possible? Your mileage may vary, but if you're like me this book will change your life for the better.
 
  
 
 Read more",5,"books","adamzg",0.056390977443609,"Positive"
"Agile Estimating and Planning",43.83,4.6,"The book is exceptionally well written. People have said that a book about anything 'Agile' should be thin - well this one is - There are about 24 chapters and each one is no more than easily digestible 20-30 pages for a quick 'agile' read. However, that does make it about 300 pages of content. But here are the 'Great' things about the book:- Well written and a light read with real pearls of wisdom- Well explained concepts with examples- Good primer on Estimation - separating 'duration' from the size and showing how/why it really matters in the long run (of the project)- Explaining when to estimate and a good 'tutorial' on planning poker and Kano Analysis for prioritizing features/desirability.- Throws light on the 'Financial Prioritization' - rubbishing the claim that features in agile teams are prioritized as per the whims and fancies of the developers.- Break downs about planning at multiple levels and what details go in them- Monitoring and communicating plans - the 'how' and 'what' to doI keep referring to the book - because it's really NOT about planning & estimating 'agile projects' - it's about how to be agile with the planning/estimating activity itself. You could use a lot of ideas (especially Kano Analysis, Planning Poker etc.,) and augment it with the approach in your organization (or your own planning exercise) to help communicate the plans/ideas more effectively.Do keep in mind, however - this is NOT a silver bullet that'd end the planning woes encountered in today's software development projects. The case study in the end is too idealistic where everybody is just 'willing' to participate and do it perfectly in lock step synchrony! (It's really difficult to find such software developers in the real world). However, the intent of the case study is to elucidate the concepts covered in the book and hence is a good summary of the ideas presented.There is nothing in the book that says what to do if the client doesn't know what he/she wants? IKIWISI = I'll know it when I'll see it - It doesn't cover anything about prototyping to get the requirements/user stories - it probably assumes that you can get them elicited with ease and moves on from there. In my opinion/experience there is a great deal of concurrency/backtracking with the initial prototyping and eliciting the user stories - an iterative exercise. Once you do those you are probably a bit better off with being able to 'guestimate' the story points.Kano Analysis has known to be around for quite a while and I was aware of it's use in KJ analysis (VOC+ KJ + Kano + Conjoint analysis that is part of the 6-sigma process) - however, it was a refreshing thought to be useful for just about every software product and it could be done without much overhead (actually the overhead is there, however, if the planning is done as a team, it'd be lighter :) Creating the questionnaire for Kano analysis itself takes some time/effort - but is easier once the stories are there. But 'shortening' it to be an 'agile' questionnaire DOES take time/effort. More so based on the feedback you get you may want to update it! But it's worth knowing and probably considering during the planning and user-story elicitation - just before prioritizing!All in all a great read with REAL practical and workable advice/knowledge!
 
  
 
 Read more",5,"books","PhD",0.105839416058394,"Positive"
"The Clean Coder: A Code of Conduct for Professional Programmers (Robert C. Martin Series)",43.83,4.6,"Programming is an interesting profession. It’s not just an engineering exercise, where you’re building the most logical, structured, and well-designed application according to some set of industry best practices; rather, there’s a great deal of creativity that goes into it – an artistic quality, if you will. Instead of solving a particular problem the same way for every project, you must creatively adapt your thinking and communication to meet the expectations of each project’s stakeholders. Programming is not well understood like other professions. You know what lawyers, accountants, and doctors do. Their workflows and processes are well known since their professions are mature and a good portion of the population has interacted with them directly or indirectly. Programming, on the other hand, is different. To many people, a website or software solution magically just “appears” after a programmer spends time at his or her computer. Enter Robert C. Martin’s The Clean Coder.The Clean Coder helps demonstrate how programmers can conduct themselves as professionals, removing that black-box quality and holding themselves to standards as other professionals do so they garner the same respect from their peers and can help others do more with technology.I’ll talk about some of the lessons that really resonate with me:In the forward, Matthew Heusser relays a story about how his colleague, Joe, considers “estimates” from the technical team and “estimates” from the legal team with completely different mindsets. In short, Joe considered legal estimates to be final, whereas technical estimates were negotiable. Why weren’t estimates from the two teams treated equally? In my career, I’ve seen the same thing many times, largely stemming from three reasons. First is the assumed “magic” that non-technical people think programmers wield. Throughout the book, Martin explains how to remove the veil of mystery regarding said magic. Second is that I’ve run across others that compared us with their profession and made some assumptions, such as, though a harsher example, we’re being lazy or noncommittal. Here, the author discusses how to address such assumptions when confronted with them. Third, and the most important part that we can influence, is the tech person’s mindset and approach to work. From the text, the programmer learns how to craft their own mindset and workflows to handle these. In essence, we can’t make things perfect, but we control a lot of parameters to make things better.The first three chapters cover the conduct that a software developer professional should exhibit. A recurring theme within all three chapters is that software developers should take responsibility for what they say and do. Martin gracefully simplified this down to: how/why to say “no” and how/why to say “yes.” For example, if a developer agrees to a timeline, then they should make the timeline. If there are risks or unknowns on something you’re defining a timeline for, don’t agree to it, but rather just agree to what you can commit to if possible. The key is to not let yourself get bullied into agreeing to something you know you can’t meet with confidence. Others will build their own schedules and commitments around what you say, and there may be serious repercussions and loss of face if you fail to deliver. If you’re not as accurate as possible, you’ll erode the trust you have with your colleagues.Along with controlling and defining your commitments, you need to take responsibility for your work output. Specifically, being a professional means that you certify and guarantee that your work output functions. For example, accountants ensure that their accounts balance when they finish closing out the books monthly, quarterly, and year’s end. If they left discrepancies, they would soon find themselves out of work. However, developers seem to be able to deliver questionable code or features that just plain don’t work, again and again. I understand why: development is hard. There are a lot of moving pieces and people in a software development project; as a result, there are a lot of rules that get balanced when you go in and change something. None of that takes away from the fact that developers lose trust of their peers when they fail to deliver working solutions for the tasks assigned to them. They’ll probably remember the failure (their label, not yours) instead of the nuanced “whys” that caused that failure.Luckily, software developers have tools available to them to prevent this from happening, but only if the tools are actually put to use. Martin’s philosophy around testing is something with which I completely agree. The only way you can truly know that what you’ve added or changed doesn’t break everything else on a project – regardless of size – is to test it and have a structured, scalable approach to testing. Manual testing takes time, sometimes A LOT of time, and you leave a lot to chance that way. Hence automation. When automated, a test can be written once and then just be executed. It makes it trivial to repeatedly ensure that your code matches all the criteria it needs to meet. (Note: I wouldn’t recommend this approach across the board, particularly if an MVP, pilot system, or feature with a lot of changing specifications is being created, which is quite common with my startup customers. For something mature, scalable, and maintainable in a financially feasible manner, it’s required.)Martin’s discussion of “expected criteria” is another area that is really important for developers to understand and put to use. Ultimately, a customer or stakeholder will have to accept the software that a developer builds. When is the software done? What do clients judge the system’s success by? What aspects of the software do they value, and how do they prioritize what they value? To address this, I've always operated from the mindset of: the software is done when the customer tells me it's done. Part of that determination is working with the customer to define the acceptance criteria, though that can be difficult if the customer is non-technical or busy. Even high-level criteria are helpful, such as ""Search for a product, and buy it” or “Load fast.” That’s fine so long as the stakeholders are open to iterations later to arrive at what they truly want. Conversely, the criteria could be very specific. Ideally, the developer helps the customer put more definition on their acceptance criteria throughout the process. The more quantitative, the better. The developer is finished with the work when they deploy or deliver the software or functionality that meets all the acceptance criteria. In conclusion, it’s not so important how the acceptance tests are written even though there are best practices; what is important is that you and the client know what is “done” and agree to it.The book is chock-full of other applicable advice as well, from numerically-driven ways to handle estimates to suggestions for interacting with colleagues. All of the recommendations align to the goal of helping developers comport themselves as professionals so they’ll be treated as such by other professionals. It’s very important because our work is nebulous and our profession is new. I highly recommend this book to anyone who wants to be a professional software developer for the long-term or works a lot with them.
 
  
 
 Read more",5,"books","Peter J. Hanson",0.101286173633441,"Positive"
"Foundations of Game Engine Development, Volume 1: Mathematics",43.83,4.6,"Updated again...removed my speculative errata see the books official website for errataUpdate: I have read this book all the way through a couple times now and some sections I have read repeatedly.Over those readings I have come up with some good and not so good points about the book so here they are...in no particular order...The good:1) This book is like a Lego set for 3D math. It starts with some basic pieces, then uses those pieces to build interesting 3D math parts, then uses those large pieces to build even more exotic math. Then it breaks them all down, and puts them back together to build Grassman/geometric algebra.2) The book can be educational on multiple levels, meaning that on first glance it is introducing basic stuff that you see in every book, but upon rereading I found an entire new level of detail that I missed on the first pass that aided insights to the underlying topics.3) All the stuff in the original review below. update...the books official website now has errata (thank you)Not so good:1) Some of the questions in the exercises refer to material that hasn't been introduced yet. Like question 7 in chapter one refer's to planes which aren't introduced until chapter 3. There are a few place in the book this happens. Not that big a deal but still...2) The book doesn't introduce things like converting a projection to a matrix, instead it is left as an exercise, but later in the book it uses the answer to that exercise like it was introduced. There a handful of places where the expertly crafted dialog that builds between the author and the reader break down because things like this.No matter how you slice it, this is still a 5 star book.Original review:Well edited, easy to read, and easy to follow. I'm looking forward to the next volume. This is the kind of book that keeps me passionate about computer graphics by presenting current up to date material without a bunch of redundancy. It also offers a tantalizing look into grassman/geometric algebra complete with enough implementation details to start putting the theory to use. I'm hoping the author will continue to explore this area in the other volumes of the book. (using the wedge operator with sphere's in particular) If there is anything I didn't really care for its that I felt like I was being led somewhere with the overall structure of the book and the code listings that it includes. But at the end of the book it seemed like some of these ideas were either just dropped or left up to the reader to conjure from the tables. The author recommends reading chapter 3 for experienced readers, but I would suggest starting in chapter 2, if you start falling asleep go to chapter 3 if you are lost go back to chapter 1, if chapter 1 is confusing then...segmentation fault, core dumped
 
  
 
 Read more",5,"books","Persnickety",0.0833333333333333,"Positive"
"Agile Contracts: Creating and Managing Successful Projects with Scrum",43.83,4.2,"I bought Agile Contracts because we were developing an internal agreement between a project and the development group and found it very helpful. The practical advice and descriptions of best practices the author provides really helped us ensure that important issues were identified and addressed.
 
  
 
 Read more",5,"books","Perfect Patrick",0.192307692307692,"Positive"
"DOM Scripting: Web Design with JavaScript and the Document Object Model",43.83,4.5,"Why I bought this book: Building dynamic websites looks like fun. The first edition got great reviews. I decided to buy the second edition because it contains some info about HTML5.My review: I thoroughly enjoyed the book and finished it in a few days. It is a friendly introduction to the DOM, CSS, and Javascript. It was helpful that I already went through the quick W3C online tutorials on HTML, DOM, CSS, and Javascript. That's all you really need as prerequisites. The book explains many issues clearly and in a step-by-step fashion. There are several typos but they were pretty obvious and did not hinder my learning. The code examples are fun.
 
  
 
 Read more",5,"books","L",0.129032258064516,"Positive"
"Guide to Scientific Computing in C++ (Undergraduate Topics in Computer Science)",43.83,4.4,"Teaches you the fundamentals of C++ coding aimed to scientific computing, contains good examples of code; unfortunately does not cover modern C++
 
  
 
 Read more",4.4,"books","Adriana Morales",0,"Neutral"
"The Best in Beauty Delivered Monthly",43.83,4.2,"Omg! I started my subscription in October and each box has been amazing. As a cosmetology teacher I love to stay in touch with the trends and product knowledge for me is a must. I love getting new products and sharing the product knowledge with my students as they share with me. This box is well worth the price and wait. The packaging of the of the products is nice and I love how the palettes are carefully wrapped. The products I received for this month are screaming spring vibes! I love how you get a little bit of everything. My favorite…is the Allure Beauty Box Inside The Box booklet. It’s very informative on the products, how to use them, and the perks! I also have other beauty box subscriptions but this one has been my favorite! I recommend ordering it and I hope you love it just as much as I do!!
 
  
 
 Read more",5,"subscribe-with-amazon","SP",0.352112676056338,"Positive"
"Amazon Smart Plug | Works with Alexa | control lights with voice | easy to set up and use",43.83,4.7,"The only other smart plugs and switches I have currently are all Z-wave based (about 20) and I've never had issues with any of them and have them all programmed on schedules and various alerts as well as manual control. However, obtaining Z-wave based products are getting harder and harder because it seems the market is flooded with so many off-brand plugs and switches tied to a variety of ecosystems.My preference has always been for Z-wave because those devices operate on their own wireless band outside of my 2.4 GHz and 5 GHz wireless networks and instead communicate only to a hub that is connected to the internet. I'm still not sold on switching out my smart devices for devices that need persistent internet access and consume wireless bandwidth but do like that this device is very easy to setup and use.I currently have this in my kids' room connected to a Vornado fan that they can call upon if they want some airflow in their room and not affect anyone else. I've used a Z-wave switch for this in the past and have controlled it for them or set it on a schedule because I didn't want them to have access to the SmartThings app to be able to control that device and others.Setup and adoption were easy, maybe a little easier than SmartThings. Calling out to Alexa to control the device is intuitive and works well to set timers and basic on/off.However, now that the device is on my wifi network, I see that it uploads and downloads 1-5KB of data twice an hour starting at about 9 minutes after the hour and again 5 minutes later with an Amazon server with ""device-metrics"" in the hostname. Not sure what it's doing exactly, my guess would be exchanging telemetry data or phoning home.Overall, it's a a good smart plug that's easy to use and can be trusted to some extent if you're already using Amazon devices in your home rather than tie yourself into some other ecosystem that sends data to a foreign country.
 
  
 
 Read more",5,"amazon-home","Dada",0.136904761904762,"Positive"
"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",43.83,4.3,"I received it yesterday after ordering it one day last week. I love it, even though the video may lag it does meet my expectations. I plan on getting the in home camera soon. The video quality is clear in the daytime as well as the nighttime. Super easy to set up and super easy to install on your doorframe or wherever you decide to place it. 10/10 i really do recommend
 
  
 
 Read more",5,"vdo-devices-store","6km91",0.230769230769231,"Positive"
"Amazon Echo Pop | Full sound compact smart speaker with Alexa | Lavender Bloom",43.83,4.7,"Great little speaker. Sound is great & pretty powerful for its size.Alexa feature us nice too. I use it in the kitchen so it’s nice to be hands free when playing music/podcasts while cooking & cleaning.Color options are nice too.Great speaker for the price!
 
  
 
 Read more",5,"amazon-home","Drei28",0.44,"Positive"
"All-new Amazon Fire TV Stick 4K Max streaming device, supports Wi-Fi 6E, free & live TV without cable or satellite",43.83,4.6,"I was stunned at how much better the picture quality is with this device vs the built in Samsung apps. I get consistent HDR quality streaming apps. I tested this by running the movie Interstellar on Amazon prime in the built in Samsung prime app and then flipped to this Amazon fire stick. Not only did the picture quality look better but the HDR worked (whereas it didn't in the built in Samsung prime app). Additionally it completely takes over your TV and soundbar with one remote. Finally it's lightening fast and you don't have to wait for your TV smart apps to load (most TVs have very slow processors and are sluggish especially when you first turn it on) , the fire stick loads things at lightening speeds even after pressing the power to turn it on. Love it! 5 stars.
 
  
 
 Read more",5,"amazon-smp","Johnny",0.0933333333333333,"Positive"
"Echo Dot (5th Gen, 2022 Release) in Charcoal bundle with TP-Link Kasa Smart Color Bulb",43.83,4.7,"These two work so well together. It was easy to set up and use. We've set it up in our bedroom to control the lights and play music. My husband can't believe the high-quality sound from such a small speaker. The smart bulb is also great to use. You can ask Alexa to turn the lights on or off, dim and change the color.
 
  
 
 Read more",5,"amazon-home","SherryM",0.314285714285714,"Positive"
"Echo Pop in Charcoal bundle with TP-Link Kasa Smart Color Bulb",43.83,4.8,"Echo Pop works as expected. Great sound, great receiver, durable material, plugs were all included. Fast shipping.Smart Bulb has several colors. Easy to set up, easy to program. Dims and brightens, has cool, warm and daylight setting.
 
  
 
 Read more",5,"amazon-home","bcliving",0.357142857142857,"Positive"
"Allure Beauty Box - The Best in Beauty Delivered Monthly",43.83,4.2,"Omg! I started my subscription in October and each box has been amazing. As a cosmetology teacher I love to stay in touch with the trends and product knowledge for me is a must. I love getting new products and sharing the product knowledge with my students as they share with me. This box is well worth the price and wait. The packaging of the of the products is nice and I love how the palettes are carefully wrapped. The products I received for this month are screaming spring vibes! I love how you get a little bit of everything. My favorite…is the Allure Beauty Box Inside The Box booklet. It’s very informative on the products, how to use them, and the perks! I also have other beauty box subscriptions but this one has been my favorite! I recommend ordering it and I hope you love it just as much as I do!!
  
Read more",5,"subscribe-with-amazon","SP",0.352112676056338,"Positive"
"All-new Echo Show 5 (3rd Gen) with Blink Mini | Cloud Blue",43.83,4.5,"I'm not the most tech savvy, so haven't set up a ton of the features an Echo could have and don't use it for much, but it's still becoming a very helpful assistant around the house. It understands voice very well, and has a clear shut off for both the camera and microphone separately, so you know when those are shut off for privacy concerns. When you ask, it will tell you what Amazon products are being delivered today, which is very helpful if you buy a lot online. You can thank your driver with it, check your order status, and ask many different questions. Vs the google hub, I get more useful answers out of the Echo when asking specific questions, like asking when 10 days later will be, etc. Whether you have an Amazon music account or not, you can get it to play stations you like, which I've ended up using a lot as it's more convenient than turning on the Bluetooth speakers, and sound quality is good. For listening to music, the Echo is more than good enough in both volume and quality. You can also do video calls, which is a very helpful feature, both if you have multiple Echos around the house, or if you have someone on a phone with the Alexa app. And of course you can set little reminders or timers, which have become a habit very quickly due to the convenience. I have mine set up between the living room and kitchen, where we can use it in both rooms, and it's a great time and hand saver. It was extremely easy to set up, and just works, without fuss or manual updates. Great home assistant, and I know it has a lot more features to explore if I can find the time to.
  
Read more",5,"amazon-home","Alex",0.195945945945946,"Positive"
"All-new Amazon Fire TV Stick 4K Max streaming device, supports Wi-Fi 6E, free & live TV without cable or satellite",43.83,4.6,"I was stunned at how much better the picture quality is with this device vs the built in Samsung apps. I get consistent HDR quality streaming apps. I tested this by running the movie Interstellar on Amazon prime in the built in Samsung prime app and then flipped to this Amazon fire stick. Not only did the picture quality look better but the HDR worked (whereas it didn't in the built in Samsung prime app). Additionally it completely takes over your TV and soundbar with one remote. Finally it's lightening fast and you don't have to wait for your TV smart apps to load (most TVs have very slow processors and are sluggish especially when you first turn it on) , the fire stick loads things at lightening speeds even after pressing the power to turn it on.  Love it! 5 stars.
  
Read more",5,"amazon-smp","Johnny",0.0933333333333333,"Positive"
"Amazon Fire TV Stick, HD, sharp picture quality, fast streaming, free & live TV, Alexa Voice Remote with TV controls",43.83,4.7,"I just regret not having reacted earlier and bought my Amazon fire stick a long time ago, instead of paying for a cable subscription unnecessarily. The HD picture quality is sharp crisp and despite response to the commands not being as fast as cable (showing some micro-second slags with the remote) that seems to be only a very minor inconvenience, almost unnoticeable. You will get a stable signal as long as your internet service enjoys a reliable connection as well. The set up was a breeze and very straightforward and I love the minimalist design parameters of the remote, very sleek and intuitive and all you need at a simple click of your fingertips. There is obviously a learning curve into changing to full streaming services but is more about the learning experience to navigate the app and getting acquainted with the remote, getting familiar with the apps you’d like to keep and avoid getting lured into acquiring new pay streaming services unnecessary for your needs or preferences. Beware, the current streaming offer seems to be enormous, so I can see it might take you some time just organizing your preferences.The fire TV will let you organize access into separate user profiles and establishing parental controls or limited access accordingly. Overall, it proves to be a simple solution for quality streaming services at a very convenient price and a definite good bye to my regrets for paying expensive cable tv services!
  
Read more",5,"amazon-smp","CARLOS PINEDA",0.125925925925926,"Positive"
"Amazon Smart Thermostat – Save money and energy - Works with Alexa and Ring - C-wire required",43.83,4.1,"I’m a big Nest fan had it on my old house the problem that I have with them it’s the cost, and even with gas company great rebate didn’t justify the cost especially with my new home having a total of 5 thermostats (t-stat). I was excited when I found that Amazon partner with Honeywell to get this t-stat created as Honeywell has been creating t-stat for years which make me feel better when making the purchase.---COST---Now let go over the details for cost it’s good and I got two of them which at the end of the day will be free due to the electric company rebate for a smart t-stat.  I didn’t get a C- adapter and I will explain later (INSTALL session) why I purchase a 24-volt transformer for my first-floor unit.---INSTALL---Love the package it reminds me of the NEST when it first starts came with everything that you needed the only additional tools, I need was a harmer, and drill but this is normal for these installations.Now the biggest question that everyone has is the C (common) wire. This is where you need to do your research regardless of what company you go with when upgrading to a smart thermostat, due your homework on what you need. For me I have a spill unit (boiler & A/C) first for my second-floor unit it was super easy I had an extra wire and I use it for Common the t-stat startup and finish within 30 min. Now for my first floor I utilize a 24-volt transformer because I didn’t have spare cables and I didn’t want to run a new cable which drove me to make the purchase again do your homework before and see what option best works for your use case.I connected the transformer to the C wire and the other end to Rc and that works like a champ. This is critical if you have a split unit since Honeywell power their t-stat via Rc only when you have two RED Wire (R (heater) and Rc(cooling)) and the blue tab (internal jumper is down position. If you only have one RED Wire you are fine just keep the blue tab up and your t-stat will turn on without any problems.  I did reach out to Honeywell and explain to them they need to explain this on their site and white papers that when you have split units’ power for the t-stat will come from Rc and not from R this is critical because my house previous owner installed a switch to keep the A/C unit down through the winter to avoid accident turning on the unit which is great idea. Please keep in mind this is NOT an Amazon problem that is Honeywell they did acknowledge their mistake and agree to update their site and documentation.Running my transformer cable and installing the unit took me about 60 minutes because I wanted to look perfect with the transformer cable going through the wall this make the installation look cleaner.----SETUP----Once all wire were connected the setup of the t-stat was simply and when I say simple it was super didn’t have input the WiFi password or anything else since it automatic joined my account that was amazing and simply just like setting a fire table that was a great experience. Amazon did an amazing job doing this some users this my not be as good, but I look automation the less click I must do the less chances of mistake A+---LOOK---The t-stat looks great after the final install the wall panel (included but optional for install) made it easier for me since I didn’t have to paint (if you had a different color paint I would recommend adjusting before completing the install but that is just me)---Interface (GUI)----For me the GUI is great for some it my but I’m one of those people that like to have one application on my phone or tablet rather than 2 and this is where Amazon did another amazing job. Please keep in mind that Google who purchase NEST is doing the same thing I see the NEST application going away in the future all new NEST is configure from Google Home and they also did a great job The GUI it’s simple and allows you to setup multiple schedules and copy them to different days or week. Huge plus on my book because for the NEST I had to do manually per day I can setup one day and copy to another. You can setup away and home schedule or utilize your current Amazon device to tell the t-stat that you are home or away. Another item that I love from the Amazon you can setup MAX cooling or heating this allows for mistake not to happen and getting your house too hot or cool really go option to have and you can set filter replacements without your assistance (optional) for me this is great no more remembering air filter as they will show up at my footsteps.Energy saving incentives can also be done via the application. The dashboard its great too it tells you how much energy you utilize each day and where you can save.Now the only downside for that I experience is only scheduling session on Android because it forces close my Alexa application all the time, I don’t have this problem with anything else on the application just the scheduling session. This option works perfect on my wife new iPhone and iPad pro and new Android phone. My old Android is the one with this problem, but I experience this kind of thing on and off since it’s an older device.-------Final judgment ----The device is good option for a smart t-stat and would recommend for anyone some of the problems that were reported it was on day one which is expected with any new launch overall I see this t-stat giving Google (NEST) and others a run for their money as now you have a great option for smart t-stat and you don’t require to break your budget to acquire one. In addition, love the one application for everything as previously mentioned all big companies are doing this model to stop the install of some many other applications. In a scale from 0 -10 this t-stat gets a 9 please note that the NEST 3rd gen got a 9 from me. Hope this helps everyone make the correct decision and I will update this review in a few weeks to report back.
  
Read more",5,"amazon-home","funnytennisman",0.104562737642586,"Positive"
"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",43.83,4.3,"I received it yesterday after ordering it one day last week. I love it, even though the video may lag it does meet my expectations. I plan on getting the in home camera soon. The video quality is clear in the daytime as well as the nighttime. Super easy to set up and super easy to install on your doorframe or wherever you decide to place it. 10/10 i really do recommend
  
Read more",5,"vdo-devices-store","6km91",0.230769230769231,"Positive"
"Amazon Echo Pop | Full sound compact smart speaker with Alexa | Lavender Bloom",43.83,4.7,"Love this little guy! Got mine in purple and it’s so pretty and cute. Takes up almost no space but fills the room with music. Alexa set up may be weird so be sure to follow directions carefully. A great addition to my daily life.
  
Read more",5,"amazon-home","Delicate AF",0.111111111111111,"Positive"
"Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",43.83,4.7,"I bought two of these refurbed, so I saved a ton of money. 1 echo for $100, two refurbs for $120. No brainer, and I wanted stereo off the bat. Hooked them up with Alexa, painless. Listened for an hour or so, grabbed a sub…needed it. By themselves, they sounded crystal clear, great mids (I’m a live sound man, mids are critical..after drums). But the low end was obviously lacking. Good for a desk in a small office, maybe, but these suckers get LOUD with zero distortion. I like the way a paired set defaults to one volume control. Nice.I got the sub, hooked it up relatively painlessly, fired up a test track, “Riding the Crest” by a-ha. Super deep lows, pristine mids, top notch highs. I actually hat to turn the bass down. Amazing sound.Two tips-as much as you’re tempted to hide them, don’t. They need to be out in the open. Two tweeters on the front point out in either direction, for max coverage. The mid/low speaker is on top, facing downwards a bit. Get the picture?  Stick ‘‘em in a bookcase or enclosed shelf, all the sound is close to completely muffled. Keep ‘em out completely. Yes, they’re a ball. So are baseballs and basketballs. The whole reason for that was to use larger speakers in a wider sound pattern-something the tube style couldn’t do.The sub-no brainer. I know , Sonos is supposed to sound better. They don’t. They actually sound worse. Add in their sub with the lauded variable crossover…unless you’re an immediate super audiophile, it’s gonna sound like mush. That’s where Amazon was smart. The crossover between the echoes and the sub is perfect, almost seamless. One reason-they were designed that way. Now, another tip. I know countless mags and audiophiles tell you you can hide a sub anywhere.  Bull crud. They need to be out in the open. Not going into frequency science here, but the best position for the sub is about a foot out on any side-don’t stick it in a corner. It’s designed to fire out all the way around, it’s pointed toward the floor. Those little slots absolutely need to be clear all the way around. I’ve got the two echoes (I kid you not) on top of a pair of highish end KRK studio monitors. The sub is on the floor, a little to the left of the left hand echo, about maybe 10 feet from my head, sub out in the open.Bam. Easily the best sounding system I’ve heard in its class. Sorry, Sonos, no comparison. See ya. Of course,,my studio rig demolishes them, but to be fair, the two 8” 200watt each biamped and room tuned desktops have a range of 34hz to 40kHz. That’s about 22kHz higher than the human ear can hear. The somewhat overdone matching 400 watt sub goes all the way down to 18hz…the human ear stops at 32hz. So yeah, obviously sound better. Cost $1500 USD, they’d better sound better than my echoes. Jet’s be realistic here.Simply put, this little setup ain’t gonna fill a huge living room with a 72” whatdidyabuythatcrapfor?  Drop ‘em an a bedroom of a decent size, or a small tv room, you will not be disappointed. One last thing… people here complain about dropped signals, unpairing…these things run off wi-fi. They don’t directly connect, so if your router is two rooms awa with a fridge in the way, you’ll be dropping signal, same as your laptop..they need to either be near the router, or at least have one or two boosters for a clear shot. I have yet to drop at all, no random unpairing, zero problems. Keep that in mind…even though I have a 1.2 gHz internet speed, I only get 600mHz or a bit more across the house. Get your signal path clear.  No more problems.
  
Read more",5,"amazon-home","fussnfeathers",0.0941828254847645,"Positive"
"bmani Wireless Earbuds Bluetooth Headphones 48hrs Play Back Sport Earphones with LED Display Over-Ear Buds with Earhooks Built-in Mic Headset for Workout Black",43.83,4.4,"The battery life on these things is kind of insane. On a full charge the case itself has lasted me almost of month with using them 20/30 days for at least 5-7 hrs a days. That being said, 5-7hrs and the earbuds themselves will only go down to maybe 60%. The fit pretty well, but wearing a cap with them on cause cause them to get a bit uncomfortable at times cause they'll start to rotate a bit, but I've never had an issue with them falling out. They were simple to connect to my phone and tablet and have had no problems with them disconnecting even after working 50ft away. Love that the case charges using USB-C since my phone uses that as well. The sound quality is pretty good considering they decently cheap earbuds, and they have decent noise cancelling when positioned correctly. Overall, they're better than expected for the price I got them at.
  
Read more",5,"electronics","Brianna Locke",0.164556962025316,"Positive"
"ASURION 4 Year Office Equipment Protection Plan ($500 - $599.99)",43.83,4.6,"I include the additional protection for all of my high dollar purchases. This was the first time I have ever had to use it. I had an extension to provide additional screens to my laptop. Unfortunately, it developed an issue. Submitting a claim was easy and straightforward. UPS came the next day to pick it up and I was notified in just a couple of days that it was received. Only a couple of days after that, I received an email stating that my laptop screens were not repairable and I was given an Amazon card for the entire purchase price. I could not have been more pleased, as the purchase price was $599 and was a huge splurge for me in the first place. I was able to quickly replace the screens and back in business in no time. I would recommend this protection plan for any high dollar purchase.
  
Read more",5,"electronics","Regina",0.166666666666667,"Positive"
